#NSGA2
popsize 50
maxGen 100
numVar 3
numObj 2
numCons 0
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 100
currentGen	1
evaluateCount	50
totalTime	0.0124311
firstFrontCount	4
frontCount	12
avgEvalTime	3.65507e-05
#end
Var1	Var2	Var3	Obj1	Obj2	
-1.08987	-0.148851	-1.04905	-16.1156	-7.0717	
-0.933228	-0.956678	-0.891338	-15.3533	-7.8992	
-0.565718	0.00732501	-1.19402	-16.8058	-4.05115	
-1.01407	0.0567471	-1.04267	-16.2769	-6.70183	
-1.05673	0.0567471	-1.00395	-16.2707	-6.71232	
-1.01098	0.168223	-1.10691	-16.1404	-6.82283	
-1.08192	0.078396	-0.662459	-16.8007	-4.2862	
-0.964361	-1.25987	-1.22282	-14.3198	-9.93976	
0.174416	0.00350746	-0.0567618	-19.544	0.384555	
-0.636452	-1.11204	-1.04905	-15.1051	-7.92804	
-1.0794	0.0262842	0.0359985	-17.9691	-3.56902	
-0.859796	-0.0468277	0.0359985	-18.3006	-1.92606	
0.0650193	-0.0376414	-0.898831	-18.2042	-2.21587	
-0.627136	0.104479	0.165264	-18.4225	-0.103013	
-1.20894	0.3263	-1.11815	-15.7064	-6.99042	
-0.892318	-0.237922	-0.993629	-16.4654	-5.25881	
-1.18289	0.00621828	-0.313535	-17.2853	-3.57994	
-0.481047	-1.05171	-1.16388	-15.2422	-7.41879	
-0.881597	-0.237922	-0.863229	-16.6911	-4.12026	
-0.0714255	-0.015938	-0.444773	-19.0031	0.239358	
-1.10665	-0.497449	-0.954318	-15.9089	-6.69733	
-0.234942	-0.000978652	0.0574037	-19.4268	0.355563	
-1.23764	-0.139088	-0.891338	-16.1443	-5.69952	
-0.687212	0.0194392	-0.961376	-16.9658	-3.72264	
-1.03039	-0.114552	-0.904261	-16.4609	-5.69545	
-1.18605	0.281143	-0.962847	-16.0189	-6.27993	
-1.16823	0.120492	-0.598061	-16.758	-4.07203	
-0.571546	-0.0602377	-0.0567618	-18.75	-0.0844998	
-0.88765	-0.556109	-1.03083	-16.0216	-5.96096	
-0.508009	-0.0738274	0.109202	-18.7641	0.226938	
-1.06105	-1.10106	-0.578615	-15.1628	-7.70013	



#Generation 21 / 100
currentGen	21
evaluateCount	1050
totalTime	0.782509
firstFrontCount	28
frontCount	2
avgEvalTime	1.04387e-05
#end
Var1	Var2	Var3	Obj1	Obj2	
0.0369507	0.00732501	0.0611717	-19.8025	0.199411	
-0.76997	-1.1327	-1.0897	-14.9065	-8.99184	
-0.933228	0.00651459	-0.891338	-16.6645	-5.00698	
-0.617129	-0.0971434	0.0359985	-18.6204	-0.264201	
0.0604752	-0.0170071	-0.510472	-18.9041	0.066299	
-1.03039	-0.114552	-0.957658	-16.373	-6.13107	
-0.878789	-1.00803	-0.968929	-15.2138	-8.47362	
-1.15795	-1.20108	-1.16388	-14.3199	-11.5223	
-0.945468	0.168223	-0.822569	-16.7068	-4.30622	
-0.881325	0.0155091	-0.970202	-16.6198	-5.20342	
-0.889782	-1.17244	-0.988661	-14.8085	-9.31058	
-1.06791	-0.380446	-1.1681	-15.7929	-7.31782	
-0.0110494	0.000378156	-0.898831	-18.3326	-2.37279	
-1.0242	0.0155091	0.0109768	-18.1097	-3.31434	
-0.555962	-0.0199933	-0.0286793	-18.8773	-0.127859	
-1.04903	-0.113615	-0.968929	-16.3249	-6.33696	
-1.06791	0.033649	-0.865674	-16.4851	-5.70125	
-1.0794	0.0123001	0.00200885	-18.0333	-3.65714	
-1.08987	-0.148851	-1.04905	-16.1156	-7.0717	
-0.933228	-0.956678	-0.891338	-15.3533	-7.8992	
-0.565718	0.00732501	-1.19402	-16.8058	-4.05115	
-1.01407	0.0567471	-1.04267	-16.2769	-6.70183	
-1.05673	0.0567471	-1.00395	-16.2707	-6.71232	
-1.01098	0.168223	-1.10691	-16.1404	-6.82283	
-1.08192	0.078396	-0.662459	-16.8007	-4.2862	
-0.504846	0.0231316	-1.11022	-17.0471	-3.82432	
-0.750979	0.019839	-0.031443	-18.5309	-1.15351	
-1.01098	-0.544191	-1.06211	-15.8249	-7.08134	
0.174022	-0.016739	-0.0462337	-19.5585	0.396141	
-0.964361	-1.25987	-1.22282	-14.3198	-9.93976	
-0.636452	-1.11204	-1.04905	-15.1051	-7.92804	
-1.0794	0.0262842	0.0359985	-17.9691	-3.56902	
-0.0742199	-0.0635461	-0.721612	-18.4577	-0.832825	
0.0650193	-0.0376414	-0.898831	-18.2042	-2.21587	
-1.18289	0.00621828	-0.313535	-17.2853	-3.57994	
-1.07073	-0.131979	-0.988661	-16.2508	-6.58897	
-0.892318	-0.237922	-0.993629	-16.4654	-5.25881	
-0.859796	-0.0468277	0.0359985	-18.3006	-1.92606	
-0.481047	-1.05171	-1.16388	-15.2422	-7.41879	
-0.881597	-0.237922	-0.863229	-16.6911	-4.12026	
-1.03039	-0.114552	-0.904261	-16.4609	-5.69545	
-1.20894	0.3263	-1.11815	-15.7064	-6.99042	
-0.571546	-0.0602377	-0.0567618	-18.75	-0.0844998	
-1.12521	-0.110436	-0.511101	-16.9832	-3.7639	
-0.0714255	-0.015938	-0.444773	-19.0031	0.239358	
-0.234942	-0.000978652	0.0574037	-19.4268	0.355563	
-1.10665	-0.497449	-0.954318	-15.9089	-6.69733	
-1.16823	0.120492	-0.598061	-16.758	-4.07203	
-0.508009	-0.0738274	0.109202	-18.7641	0.226938	
-1.06105	-1.10106	-0.578615	-15.1628	-7.70013	



#Generation 22 / 100
currentGen	22
evaluateCount	1100
totalTime	0.801058
firstFrontCount	27
frontCount	2
avgEvalTime	1.02636e-05
#end
Var1	Var2	Var3	Obj1	Obj2	
0.0369507	0.00732501	0.0611717	-19.8025	0.199411	
-0.933228	0.00651459	-0.891338	-16.6645	-5.00698	
0.0604752	-0.0170071	-0.510472	-18.9041	0.066299	
-1.03039	-0.114552	-0.957658	-16.373	-6.13107	
-0.878789	-1.00803	-0.968929	-15.2138	-8.47362	
-1.15795	-1.20108	-1.16388	-14.3199	-11.5223	
-0.945468	0.168223	-0.822569	-16.7068	-4.30622	
-0.881325	0.0155091	-0.970202	-16.6198	-5.20342	
-1.06791	-0.380446	-1.1681	-15.7929	-7.31782	
-0.0110494	0.000378156	-0.898831	-18.3326	-2.37279	
-1.0242	0.0155091	0.0109768	-18.1097	-3.31434	
-0.555962	-0.0199933	-0.0286793	-18.8773	-0.127859	
-1.04903	-0.113615	-0.968929	-16.3249	-6.33696	
-1.06791	0.033649	-0.865674	-16.4851	-5.70125	
-1.0794	0.0123001	0.00200885	-18.0333	-3.65714	
-1.08987	-0.148851	-1.04905	-16.1156	-7.0717	
-0.565718	0.00732501	-1.19402	-16.8058	-4.05115	
-1.01407	0.0567471	-1.04267	-16.2769	-6.70183	
-1.05673	0.0567471	-1.00395	-16.2707	-6.71232	
-1.01098	0.168223	-1.10691	-16.1404	-6.82283	
-1.08192	0.078396	-0.662459	-16.8007	-4.2862	
-0.504846	0.0231316	-1.11022	-17.0471	-3.82432	
-0.750979	0.019839	-0.031443	-18.5309	-1.15351	
-1.01098	-0.544191	-1.06211	-15.8249	-7.08134	
-0.696001	0.0175243	0.0331895	-18.6254	-0.800556	
-1.02559	-0.971945	-1.17342	-14.9114	-10.2399	
-1.07073	-0.861342	-0.878238	-15.416	-7.97927	
-0.964361	-1.25987	-1.22282	-14.3198	-9.93976	
0.174022	-0.016739	-0.0462337	-19.5585	0.396141	
-1.0794	0.0262842	0.0359985	-17.9691	-3.56902	
-1.20894	0.3263	-1.11815	-15.7064	-6.99042	
0.0650193	-0.0376414	-0.898831	-18.2042	-2.21587	
-0.0742199	-0.0635461	-0.721612	-18.4577	-0.832825	
-1.18289	0.00621828	-0.313535	-17.2853	-3.57994	
-0.933228	-0.956678	-0.891338	-15.3533	-7.8992	
-0.889782	-1.17244	-0.988661	-14.8085	-9.31058	
-1.07073	-0.131979	-0.988661	-16.2508	-6.58897	
-0.892318	-0.237922	-0.993629	-16.4654	-5.25881	
-0.636452	-1.11204	-1.04905	-15.1051	-7.92804	
-0.76997	-1.1327	-1.0897	-14.9065	-8.99184	
-0.859796	-0.0468277	0.0359985	-18.3006	-1.92606	
-0.881597	-0.237922	-0.863229	-16.6911	-4.12026	
-1.03039	-0.114552	-0.904261	-16.4609	-5.69545	
-0.0714255	-0.015938	-0.444773	-19.0031	0.239358	
-1.12521	-0.110436	-0.511101	-16.9832	-3.7639	
-1.10665	-0.497449	-0.954318	-15.9089	-6.69733	
-0.617129	-0.0971434	0.0359985	-18.6204	-0.264201	
-0.234942	-0.000978652	0.0574037	-19.4268	0.355563	
-1.16823	0.120492	-0.598061	-16.758	-4.07203	
0.00358865	-0.102368	-0.533521	-18.7677	0.0157323	



#Generation 23 / 100
currentGen	23
evaluateCount	1150
totalTime	0.819403
firstFrontCount	29
frontCount	2
avgEvalTime	1.03119e-05
#end
Var1	Var2	Var3	Obj1	Obj2	
0.0369507	0.00732501	0.0611717	-19.8025	0.199411	
-0.933228	0.00651459	-0.891338	-16.6645	-5.00698	
0.0604752	-0.0170071	-0.510472	-18.9041	0.066299	
-1.03039	-0.114552	-0.957658	-16.373	-6.13107	
-0.878789	-1.00803	-0.968929	-15.2138	-8.47362	
-1.15795	-1.20108	-1.16388	-14.3199	-11.5223	
-0.945468	0.168223	-0.822569	-16.7068	-4.30622	
-0.881325	0.0155091	-0.970202	-16.6198	-5.20342	
-1.06791	-0.380446	-1.1681	-15.7929	-7.31782	
-0.0110494	0.000378156	-0.898831	-18.3326	-2.37279	
-1.0242	0.0155091	0.0109768	-18.1097	-3.31434	
-0.555962	-0.0199933	-0.0286793	-18.8773	-0.127859	
-1.04903	-0.113615	-0.968929	-16.3249	-6.33696	
-1.06791	0.033649	-0.865674	-16.4851	-5.70125	
-1.0794	0.0123001	0.00200885	-18.0333	-3.65714	
-1.08987	-0.148851	-1.04905	-16.1156	-7.0717	
-0.565718	0.00732501	-1.19402	-16.8058	-4.05115	
-1.01407	0.0567471	-1.04267	-16.2769	-6.70183	
-1.05673	0.0567471	-1.00395	-16.2707	-6.71232	
-1.01098	0.168223	-1.10691	-16.1404	-6.82283	
-1.08192	0.078396	-0.662459	-16.8007	-4.2862	
-0.504846	0.0231316	-1.11022	-17.0471	-3.82432	
-0.750979	0.019839	-0.031443	-18.5309	-1.15351	
-1.01098	-0.544191	-1.06211	-15.8249	-7.08134	
-0.696001	0.0175243	0.0331895	-18.6254	-0.800556	
-1.02559	-0.971945	-1.17342	-14.9114	-10.2399	
-1.07073	-0.861342	-0.878238	-15.416	-7.97927	
-0.995046	0.0756152	-0.675328	-16.9199	-3.82728	
-0.896018	-0.906722	-1.16599	-15.1918	-8.71427	
0.174022	-0.016739	-0.0462337	-19.5585	0.396141	
-0.964361	-1.25987	-1.22282	-14.3198	-9.93976	
-1.0794	0.0262842	0.0359985	-17.9691	-3.56902	
-1.20894	0.3263	-1.11815	-15.7064	-6.99042	
0.0650193	-0.0376414	-0.898831	-18.2042	-2.21587	
-0.0742199	-0.0635461	-0.721612	-18.4577	-0.832825	
-1.18289	0.00621828	-0.313535	-17.2853	-3.57994	
-0.933228	-0.956678	-0.891338	-15.3533	-7.8992	
-0.889782	-1.17244	-0.988661	-14.8085	-9.31058	
-1.07073	-0.131979	-0.988661	-16.2508	-6.58897	
-0.636452	-1.11204	-1.04905	-15.1051	-7.92804	
-0.76997	-1.1327	-1.0897	-14.9065	-8.99184	
-0.859796	-0.0468277	0.0359985	-18.3006	-1.92606	
-0.892318	-0.237922	-0.993629	-16.4654	-5.25881	
-1.03039	-0.114552	-0.904261	-16.4609	-5.69545	
-0.0714255	-0.015938	-0.444773	-19.0031	0.239358	
-0.797122	-0.273169	-0.957658	-16.6432	-4.22148	
-1.12521	-0.110436	-0.511101	-16.9832	-3.7639	
-0.617129	-0.0971434	0.0359985	-18.6204	-0.264201	
0.00358865	-0.102368	-0.533521	-18.7677	0.0157323	
-0.234942	-0.000978652	0.0574037	-19.4268	0.355563	



#Generation 24 / 100
currentGen	24
evaluateCount	1200
totalTime	0.837933
firstFrontCount	31
frontCount	2
avgEvalTime	1.0644e-05
#end
Var1	Var2	Var3	Obj1	Obj2	
0.0369507	0.00732501	0.0611717	-19.8025	0.199411	
-0.933228	0.00651459	-0.891338	-16.6645	-5.00698	
0.0604752	-0.0170071	-0.510472	-18.9041	0.066299	
-1.03039	-0.114552	-0.957658	-16.373	-6.13107	
-0.878789	-1.00803	-0.968929	-15.2138	-8.47362	
-1.15795	-1.20108	-1.16388	-14.3199	-11.5223	
-0.945468	0.168223	-0.822569	-16.7068	-4.30622	
-0.881325	0.0155091	-0.970202	-16.6198	-5.20342	
-1.06791	-0.380446	-1.1681	-15.7929	-7.31782	
-0.0110494	0.000378156	-0.898831	-18.3326	-2.37279	
-1.0242	0.0155091	0.0109768	-18.1097	-3.31434	
-0.555962	-0.0199933	-0.0286793	-18.8773	-0.127859	
-1.04903	-0.113615	-0.968929	-16.3249	-6.33696	
-1.06791	0.033649	-0.865674	-16.4851	-5.70125	
-1.0794	0.0123001	0.00200885	-18.0333	-3.65714	
-1.08987	-0.148851	-1.04905	-16.1156	-7.0717	
-0.565718	0.00732501	-1.19402	-16.8058	-4.05115	
-1.01407	0.0567471	-1.04267	-16.2769	-6.70183	
-1.05673	0.0567471	-1.00395	-16.2707	-6.71232	
-1.08192	0.078396	-0.662459	-16.8007	-4.2862	
-0.504846	0.0231316	-1.11022	-17.0471	-3.82432	
-0.750979	0.019839	-0.031443	-18.5309	-1.15351	
-1.01098	-0.544191	-1.06211	-15.8249	-7.08134	
-0.696001	0.0175243	0.0331895	-18.6254	-0.800556	
-1.02559	-0.971945	-1.17342	-14.9114	-10.2399	
-1.07073	-0.861342	-0.878238	-15.416	-7.97927	
-0.995046	0.0756152	-0.675328	-16.9199	-3.82728	
-0.896018	-0.906722	-1.16599	-15.1918	-8.71427	
-1.01098	0.0588669	-1.09082	-16.2039	-6.9245	
-0.995149	-0.906722	-1.10205	-15.1564	-9.42337	
-0.5917	0.0262842	0.0359985	-18.7942	-0.246497	
-0.964361	-1.25987	-1.22282	-14.3198	-9.93976	
0.174022	-0.016739	-0.0462337	-19.5585	0.396141	
-1.0794	0.0262842	0.0359985	-17.9691	-3.56902	
0.0650193	-0.0376414	-0.898831	-18.2042	-2.21587	
-0.0742199	-0.0635461	-0.721612	-18.4577	-0.832825	
-1.18289	0.00621828	-0.313535	-17.2853	-3.57994	
-0.889782	-1.17244	-0.988661	-14.8085	-9.31058	
-0.636452	-1.11204	-1.04905	-15.1051	-7.92804	
-0.76997	-1.1327	-1.0897	-14.9065	-8.99184	
-0.859796	-0.0468277	0.0359985	-18.3006	-1.92606	
-0.933228	-0.956678	-0.891338	-15.3533	-7.8992	
-0.936403	0.168223	-0.822569	-16.7215	-4.23259	
-1.12521	-0.110436	-0.511101	-16.9832	-3.7639	
-0.0714255	-0.015938	-0.444773	-19.0031	0.239358	
-0.878789	-0.827694	-0.968929	-15.6052	-7.03442	
-1.07073	-0.0715958	-0.765855	-16.6425	-4.89606	
-1.01098	0.168223	-1.10691	-16.1404	-6.82283	
-0.617129	-0.0971434	0.0359985	-18.6204	-0.264201	
-1.20894	0.3263	-1.11815	-15.7064	-6.99042	



#Generation 25 / 100
currentGen	25
evaluateCount	1250
totalTime	0.856144
firstFrontCount	32
frontCount	2
avgEvalTime	1.11572e-05
#end
Var1	Var2	Var3	Obj1	Obj2	
-0.933228	0.00651459	-0.891338	-16.6645	-5.00698	
0.0604752	-0.0170071	-0.510472	-18.9041	0.066299	
-1.03039	-0.114552	-0.957658	-16.373	-6.13107	
-0.878789	-1.00803	-0.968929	-15.2138	-8.47362	
-1.15795	-1.20108	-1.16388	-14.3199	-11.5223	
-0.945468	0.168223	-0.822569	-16.7068	-4.30622	
-0.881325	0.0155091	-0.970202	-16.6198	-5.20342	
-1.06791	-0.380446	-1.1681	-15.7929	-7.31782	
-0.0110494	0.000378156	-0.898831	-18.3326	-2.37279	
-1.0242	0.0155091	0.0109768	-18.1097	-3.31434	
-0.555962	-0.0199933	-0.0286793	-18.8773	-0.127859	
-1.04903	-0.113615	-0.968929	-16.3249	-6.33696	
-1.06791	0.033649	-0.865674	-16.4851	-5.70125	
-1.0794	0.0123001	0.00200885	-18.0333	-3.65714	
-1.08987	-0.148851	-1.04905	-16.1156	-7.0717	
-0.565718	0.00732501	-1.19402	-16.8058	-4.05115	
-1.01407	0.0567471	-1.04267	-16.2769	-6.70183	
-1.05673	0.0567471	-1.00395	-16.2707	-6.71232	
-1.08192	0.078396	-0.662459	-16.8007	-4.2862	
-0.504846	0.0231316	-1.11022	-17.0471	-3.82432	
-0.750979	0.019839	-0.031443	-18.5309	-1.15351	
-1.01098	-0.544191	-1.06211	-15.8249	-7.08134	
-0.696001	0.0175243	0.0331895	-18.6254	-0.800556	
-1.02559	-0.971945	-1.17342	-14.9114	-10.2399	
-1.07073	-0.861342	-0.878238	-15.416	-7.97927	
-0.995046	0.0756152	-0.675328	-16.9199	-3.82728	
-0.896018	-0.906722	-1.16599	-15.1918	-8.71427	
-1.01098	0.0588669	-1.09082	-16.2039	-6.9245	
-0.995149	-0.906722	-1.10205	-15.1564	-9.42337	
-0.5917	0.0262842	0.0359985	-18.7942	-0.246497	
0.000401662	0.00228606	-0.0473139	-19.9011	0.096198	
-1.08987	-0.148851	-1.04905	-16.1156	-7.0717	
-0.964361	-1.25987	-1.22282	-14.3198	-9.93976	
0.0369507	0.00732501	0.0611717	-19.8025	0.199411	
-1.01098	0.168223	-1.10691	-16.1404	-6.82283	
-1.07073	-0.0715958	-0.765855	-16.6425	-4.89606	
-0.617129	-0.0971434	0.0359985	-18.6204	-0.264201	
-1.0794	0.0262842	0.0359985	-17.9691	-3.56902	
0.0650193	-0.0376414	-0.898831	-18.2042	-2.21587	
-0.0742199	-0.0635461	-0.721612	-18.4577	-0.832825	
-0.889782	-1.17244	-0.988661	-14.8085	-9.31058	
-0.76997	-1.1327	-1.0897	-14.9065	-8.99184	
-0.636452	-1.11204	-1.04905	-15.1051	-7.92804	
-0.859796	-0.0468277	0.0359985	-18.3006	-1.92606	
-0.933228	-0.956678	-0.891338	-15.3533	-7.8992	
-0.936403	0.168223	-0.822569	-16.7215	-4.23259	
-1.12521	-0.110436	-0.511101	-16.9832	-3.7639	
-0.878789	-0.827694	-0.968929	-15.6052	-7.03442	
-1.18289	0.00621828	-0.313535	-17.2853	-3.57994	
0.0906381	-0.0872605	-1.13708	-17.7121	-3.57746	



#Generation 26 / 100
currentGen	26
evaluateCount	1300
totalTime	0.923158
firstFrontCount	33
frontCount	2
avgEvalTime	1.2908e-05
#end
Var1	Var2	Var3	Obj1	Obj2	
-0.933228	0.00651459	-0.891338	-16.6645	-5.00698	
0.0604752	-0.0170071	-0.510472	-18.9041	0.066299	
-1.03039	-0.114552	-0.957658	-16.373	-6.13107	
-0.878789	-1.00803	-0.968929	-15.2138	-8.47362	
-1.15795	-1.20108	-1.16388	-14.3199	-11.5223	
-0.945468	0.168223	-0.822569	-16.7068	-4.30622	
-0.881325	0.0155091	-0.970202	-16.6198	-5.20342	
-1.06791	-0.380446	-1.1681	-15.7929	-7.31782	
-0.0110494	0.000378156	-0.898831	-18.3326	-2.37279	
-1.0242	0.0155091	0.0109768	-18.1097	-3.31434	
-0.555962	-0.0199933	-0.0286793	-18.8773	-0.127859	
-1.04903	-0.113615	-0.968929	-16.3249	-6.33696	
-1.06791	0.033649	-0.865674	-16.4851	-5.70125	
-1.0794	0.0123001	0.00200885	-18.0333	-3.65714	
-1.08987	-0.148851	-1.04905	-16.1156	-7.0717	
-0.565718	0.00732501	-1.19402	-16.8058	-4.05115	
-1.01407	0.0567471	-1.04267	-16.2769	-6.70183	
-1.05673	0.0567471	-1.00395	-16.2707	-6.71232	
-1.08192	0.078396	-0.662459	-16.8007	-4.2862	
-0.504846	0.0231316	-1.11022	-17.0471	-3.82432	
-0.750979	0.019839	-0.031443	-18.5309	-1.15351	
-1.01098	-0.544191	-1.06211	-15.8249	-7.08134	
-0.696001	0.0175243	0.0331895	-18.6254	-0.800556	
-1.02559	-0.971945	-1.17342	-14.9114	-10.2399	
-1.07073	-0.861342	-0.878238	-15.416	-7.97927	
-0.995046	0.0756152	-0.675328	-16.9199	-3.82728	
-0.896018	-0.906722	-1.16599	-15.1918	-8.71427	
-1.01098	0.0588669	-1.09082	-16.2039	-6.9245	
-0.995149	-0.906722	-1.10205	-15.1564	-9.42337	
-0.5917	0.0262842	0.0359985	-18.7942	-0.246497	
0.000401662	0.00228606	-0.0473139	-19.9011	0.096198	
-1.08987	-0.148851	-1.04905	-16.1156	-7.0717	
-0.915411	-0.717716	-1.18028	-15.5104	-7.42301	
0.0369507	0.00732501	0.0611717	-19.8025	0.199411	
-0.964361	-1.25987	-1.22282	-14.3198	-9.93976	
-1.0409	-0.3523	-0.901803	-16.2665	-5.69558	
-0.5917	0.0270501	-0.0510635	-18.7679	-0.223537	
-1.01098	0.168223	-1.10691	-16.1404	-6.82283	
-0.878789	-0.827694	-0.968929	-15.6052	-7.03442	
-1.07073	-0.0715958	-0.765855	-16.6425	-4.89606	
-1.0794	0.0262842	0.0359985	-17.9691	-3.56902	
0.0650193	-0.0376414	-0.898831	-18.2042	-2.21587	
-0.0742199	-0.0635461	-0.721612	-18.4577	-0.832825	
-0.76997	-1.1327	-1.0897	-14.9065	-8.99184	
-0.636452	-1.11204	-1.04905	-15.1051	-7.92804	
-0.859796	-0.0468277	0.0359985	-18.3006	-1.92606	
-0.933228	-0.956678	-0.891338	-15.3533	-7.8992	
-0.936403	0.168223	-0.822569	-16.7215	-4.23259	
-1.12521	-0.110436	-0.511101	-16.9832	-3.7639	
-1.18289	0.00621828	-0.313535	-17.2853	-3.57994	



#Generation 27 / 100
currentGen	27
evaluateCount	1350
totalTime	0.945575
firstFrontCount	35
frontCount	2
avgEvalTime	1.19904e-05
#end
Var1	Var2	Var3	Obj1	Obj2	
-0.933228	0.00651459	-0.891338	-16.6645	-5.00698	
0.0604752	-0.0170071	-0.510472	-18.9041	0.066299	
-1.03039	-0.114552	-0.957658	-16.373	-6.13107	
-0.878789	-1.00803	-0.968929	-15.2138	-8.47362	
-1.15795	-1.20108	-1.16388	-14.3199	-11.5223	
-0.945468	0.168223	-0.822569	-16.7068	-4.30622	
-0.881325	0.0155091	-0.970202	-16.6198	-5.20342	
-1.06791	-0.380446	-1.1681	-15.7929	-7.31782	
-0.0110494	0.000378156	-0.898831	-18.3326	-2.37279	
-1.0242	0.0155091	0.0109768	-18.1097	-3.31434	
-0.555962	-0.0199933	-0.0286793	-18.8773	-0.127859	
-1.04903	-0.113615	-0.968929	-16.3249	-6.33696	
-1.06791	0.033649	-0.865674	-16.4851	-5.70125	
-1.0794	0.0123001	0.00200885	-18.0333	-3.65714	
-1.08987	-0.148851	-1.04905	-16.1156	-7.0717	
-0.565718	0.00732501	-1.19402	-16.8058	-4.05115	
-1.01407	0.0567471	-1.04267	-16.2769	-6.70183	
-1.05673	0.0567471	-1.00395	-16.2707	-6.71232	
-1.08192	0.078396	-0.662459	-16.8007	-4.2862	
-0.504846	0.0231316	-1.11022	-17.0471	-3.82432	
-0.750979	0.019839	-0.031443	-18.5309	-1.15351	
-1.01098	-0.544191	-1.06211	-15.8249	-7.08134	
-0.696001	0.0175243	0.0331895	-18.6254	-0.800556	
-1.02559	-0.971945	-1.17342	-14.9114	-10.2399	
-1.07073	-0.861342	-0.878238	-15.416	-7.97927	
-0.896018	-0.906722	-1.16599	-15.1918	-8.71427	
-1.01098	0.0588669	-1.09082	-16.2039	-6.9245	
-0.995149	-0.906722	-1.10205	-15.1564	-9.42337	
-0.5917	0.0262842	0.0359985	-18.7942	-0.246497	
0.000401662	0.00228606	-0.0473139	-19.9011	0.096198	
-1.08987	-0.148851	-1.04905	-16.1156	-7.0717	
-1.07173	0.00637981	-0.896184	-16.4297	-6.01959	
-1.03852	0.00732501	-0.626935	-16.9459	-3.9817	
-1.03039	-0.623219	-1.05697	-15.6835	-7.51079	
-1.06499	-0.0708714	-0.989531	-16.2781	-6.63395	
-0.964361	-1.25987	-1.22282	-14.3198	-9.93976	
0.0369507	0.00732501	0.0611717	-19.8025	0.199411	
-0.5917	0.0270501	-0.0510635	-18.7679	-0.223537	
-0.76997	-1.1327	-1.0897	-14.9065	-8.99184	
-1.0794	0.0262842	0.0359985	-17.9691	-3.56902	
-1.0409	-0.3523	-0.901803	-16.2665	-5.69558	
-0.0742199	-0.0635461	-0.721612	-18.4577	-0.832825	
-1.01098	0.168223	-1.10691	-16.1404	-6.82283	
-1.07073	-0.0715958	-0.765855	-16.6425	-4.89606	
0.0650193	-0.0376414	-0.898831	-18.2042	-2.21587	
-1.18289	0.00621828	-0.313535	-17.2853	-3.57994	
-0.636452	-1.11204	-1.04905	-15.1051	-7.92804	
-0.859796	-0.0468277	0.0359985	-18.3006	-1.92606	
-0.878789	-0.827694	-0.968929	-15.6052	-7.03442	
-0.936403	0.168223	-0.822569	-16.7215	-4.23259	



#Generation 28 / 100
currentGen	28
evaluateCount	1400
totalTime	0.9629
firstFrontCount	36
frontCount	2
avgEvalTime	1.02153e-05
#end
Var1	Var2	Var3	Obj1	Obj2	
-0.933228	0.00651459	-0.891338	-16.6645	-5.00698	
0.0604752	-0.0170071	-0.510472	-18.9041	0.066299	
-1.03039	-0.114552	-0.957658	-16.373	-6.13107	
-0.878789	-1.00803	-0.968929	-15.2138	-8.47362	
-1.15795	-1.20108	-1.16388	-14.3199	-11.5223	
-0.945468	0.168223	-0.822569	-16.7068	-4.30622	
-0.881325	0.0155091	-0.970202	-16.6198	-5.20342	
-1.06791	-0.380446	-1.1681	-15.7929	-7.31782	
-0.0110494	0.000378156	-0.898831	-18.3326	-2.37279	
-1.0242	0.0155091	0.0109768	-18.1097	-3.31434	
-0.555962	-0.0199933	-0.0286793	-18.8773	-0.127859	
-1.04903	-0.113615	-0.968929	-16.3249	-6.33696	
-1.06791	0.033649	-0.865674	-16.4851	-5.70125	
-1.0794	0.0123001	0.00200885	-18.0333	-3.65714	
-1.08987	-0.148851	-1.04905	-16.1156	-7.0717	
-0.565718	0.00732501	-1.19402	-16.8058	-4.05115	
-1.01407	0.0567471	-1.04267	-16.2769	-6.70183	
-1.05673	0.0567471	-1.00395	-16.2707	-6.71232	
-1.08192	0.078396	-0.662459	-16.8007	-4.2862	
-0.504846	0.0231316	-1.11022	-17.0471	-3.82432	
-0.750979	0.019839	-0.031443	-18.5309	-1.15351	
-1.01098	-0.544191	-1.06211	-15.8249	-7.08134	
-0.696001	0.0175243	0.0331895	-18.6254	-0.800556	
-1.02559	-0.971945	-1.17342	-14.9114	-10.2399	
-1.07073	-0.861342	-0.878238	-15.416	-7.97927	
-0.896018	-0.906722	-1.16599	-15.1918	-8.71427	
-1.01098	0.0588669	-1.09082	-16.2039	-6.9245	
-0.995149	-0.906722	-1.10205	-15.1564	-9.42337	
-0.5917	0.0262842	0.0359985	-18.7942	-0.246497	
0.000401662	0.00228606	-0.0473139	-19.9011	0.096198	
-1.08987	-0.148851	-1.04905	-16.1156	-7.0717	
-1.07173	0.00637981	-0.896184	-16.4297	-6.01959	
-1.03852	0.00732501	-0.626935	-16.9459	-3.9817	
-1.03039	-0.623219	-1.05697	-15.6835	-7.51079	
-1.06499	-0.0708714	-0.989531	-16.2781	-6.63395	
-1.0406	0.0567471	-1.04267	-16.2338	-6.87683	
-1.04502	-2.00222	-1.20517	-12.6318	-10.4514	
0.0369507	0.00732501	0.0611717	-19.8025	0.199411	
-0.964361	-1.25987	-1.22282	-14.3198	-9.93976	
